fecha;altitud;hrMax;hrMedia;hrMin;indicativo;nombre;prec;provincia;tmax;tmed;tmin
12/10/2023;98;60;40;29;1387E;A CORUÑA AEROPUERTO;2,4;A CORUÑA;29,4;23,9;18,4
20/04/2017;98;63;46;30;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;21,9;16,2;10,4
13/02/2023;98;63;46;39;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;18,5;12,6;6,6
27/02/2018;98;65;53;40;1387E;A CORUÑA AEROPUERTO;0,1;A CORUÑA;9,4;6;2,6
26/03/2019;98;66;45;32;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;19,2;14,1;9
19/04/2017;98;67;38;27;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;20,9;16,1;11,3
17/05/2023;98;67;42;34;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;22,8;15,9;9
04/04/2022;98;67;56;48;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;11,9;8,6;5,3
27/03/2019;98;68;36;24;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;21,5;13,6;5,7
20/03/2021;98;68;52;42;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;12,9;9,8;6,7
18/01/2017;98;69;55;44;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;8,9;5,9;2,9
29/03/2017;98;70;54;44;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;20,6;16,8;12,9
21/01/2022;98;70;56;43;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;12,8;9,3;5,8
21/01/2020;98;70;68;60;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;9,7;8,4;7,2
01/03/2025;98;72;56;42;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;13,9;11;8
09/12/2016;98;72;59;47;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;18,8;14,2;9,5
28/03/2019;98;73;47;32;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;21,1;13,4;5,7
07/04/2021;98;73;51;38;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;18,9;12,7;6,5
20/01/2020;98;73;55;44;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;10,8;8,6;6,5
28/03/2023;98;74;25;21;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;22,6;16,4;10,3
22/04/2024;98;74;41;28;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;19,9;13,4;7
14/02/2023;98;74;42;34;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;20,3;15;9,7
15/02/2021;98;74;46;29;1387E;A CORUÑA AEROPUERTO;11,2;A CORUÑA;22,1;17,8;13,4
20/03/2025;98;74;52;33;1387E;A CORUÑA AEROPUERTO;4,4;A CORUÑA;19,6;15,3;11
21/11/2017;98;76;51;35;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;20,5;13,6;6,7
26/03/2026;98;76;63;50;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;14,9;11,4;8
30/10/2015;98;76;64;53;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;23,2;19,4;15,7
10/08/2016;98;76;66;58;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;21,7;18,6;15,6
22/12/2021;98;76;66;55;1387E;A CORUÑA AEROPUERTO;3,5;A CORUÑA;17,6;15,8;14
15/10/2017;98;77;38;24;1387E;A CORUÑA AEROPUERTO;0,1;A CORUÑA;32;25;17,9
16/12/2015;98;77;46;35;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;19,7;17,6;15,5
19/03/2025;98;77;47;37;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;19,6;15;10,3
11/08/2016;98;77;49;35;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;28,5;21,4;14,3
26/05/2020;98;77;51;32;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;27,5;20,9;14,3
18/05/2023;98;77;53;37;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;21;15,7;10,4
02/09/2019;98;77;54;36;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;26,5;21,2;16
31/12/2021;98;77;55;42;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;21,4;17,4;13,4
01/11/2017;98;77;61;47;1387E;A CORUÑA AEROPUERTO;0,9;A CORUÑA;19,7;15,6;11,4
04/10/2021;98;77;61;42;1387E;A CORUÑA AEROPUERTO;2,1;A CORUÑA;19,9;16,6;13,3
17/08/2021;98;77;65;54;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;22,6;19,6;16,7
02/01/2025;98;77;71;62;1387E;A CORUÑA AEROPUERTO;1,4;A CORUÑA;14,6;12;9,5
17/03/2022;98;78;53;33;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;15,5;11,6;7,6
16/05/2023;98;78;53;44;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;20,3;15,8;11,3
01/06/2024;98;78;55;38;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;23,6;18,1;12,6
16/05/2020;98;78;56;39;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;21;15,4;9,8
18/12/2022;98;78;66;64;1387E;A CORUÑA AEROPUERTO;3,1;A CORUÑA;17,5;15,2;12,9
15/04/2021;98;79;48;33;1387E;A CORUÑA AEROPUERTO;0,4;A CORUÑA;19,8;13,6;7,4
28/04/2017;98;79;50;27;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;17,9;10,6;3,3
02/06/2024;98;79;57;42;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;23,3;18,2;13,2
18/04/2024;98;79;60;48;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;19,4;14,3;9,2
02/01/2017;98;79;61;50;1387E;A CORUÑA AEROPUERTO;0,5;A CORUÑA;14,7;12;9,2
04/01/2026;98;79;66;48;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;10,4;8,1;5,8
25/09/2018;98;80;55;36;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;25,6;18,2;10,8
28/11/2024;98;80;56;41;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;20,3;14,5;8,7
21/02/2019;98;80;57;41;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;19,7;14,1;8,5
31/05/2024;98;80;59;45;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;22,3;17,1;11,9
07/06/2020;98;80;60;49;1387E;A CORUÑA AEROPUERTO;0,1;A CORUÑA;16,6;14,4;12,2
20/12/2021;98;80;60;50;1387E;A CORUÑA AEROPUERTO;1,1;A CORUÑA;16,5;13;9,5
29/03/2026;98;80;60;43;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;14,6;10,6;6,5
04/04/2015;98;80;61;45;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;18,7;13,7;8,7
06/08/2017;98;80;61;49;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;24;20,2;16,4
06/08/2023;98;80;62;49;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;25;20,1;15,2
14/07/2017;98;80;64;50;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;25,6;21,5;17,4
05/05/2020;98;80;64;49;1387E;A CORUÑA AEROPUERTO;0,1;A CORUÑA;21,9;17,6;13,4
18/08/2021;98;80;65;57;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;22,5;19,2;15,9
10/12/2016;98;80;66;59;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;17,6;14;10,3
23/02/2021;98;80;70;56;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;15,8;13,4;11
05/11/2020;98;80;73;58;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;15,2;13;10,7
27/05/2020;98;81;49;35;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;31,5;22,6;13,7
07/05/2017;98;81;56;45;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;23,5;18,3;13,1
11/07/2020;98;81;57;46;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;27,9;22,1;16,3
01/10/2018;98;81;58;42;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;22;17,8;13,6
05/04/2017;98;81;59;45;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;18;13,8;9,6
13/03/2017;98;81;61;43;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;14,5;11,6;8,7
20/08/2019;98;81;63;49;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;24;19,6;15,2
17/08/2018;98;81;65;51;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;23,4;19,4;15,4
10/01/2019;98;81;65;48;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;11,9;8,9;5,9
03/07/2025;98;81;69;52;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;26,4;22,2;17,9
02/06/2025;98;81;72;56;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;19,4;16,8;14,3
30/12/2017;98;81;73;62;1387E;A CORUÑA AEROPUERTO;0,3;A CORUÑA;18;15,8;13,7
26/04/2017;98;82;53;33;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;13,9;9,7;5,5
08/07/2025;98;82;53;39;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;28,6;22,3;16
30/03/2020;98;82;54;41;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;10,8;7,8;4,9
20/03/2022;98;82;58;36;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;21;16,2;11,4
05/05/2023;98;82;59;38;1387E;A CORUÑA AEROPUERTO;0,9;A CORUÑA;21,7;17,6;13,4
02/02/2020;98;82;62;46;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;20,3;17,8;15,3
31/03/2023;98;82;63;48;1387E;A CORUÑA AEROPUERTO;3;A CORUÑA;17,2;14,4;11,6
02/08/2025;98;82;63;48;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;27,6;23;18,4
19/05/2015;98;82;65;45;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;16,6;14,1;11,6
13/07/2020;98;82;67;47;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;25,4;21;16,6
17/04/2024;98;82;67;52;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;17,9;14;10,1
27/03/2026;98;82;67;57;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;15,2;11,2;7,1
05/08/2022;98;82;68;54;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;24,8;21,3;17,8
06/11/2015;98;82;72;69;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;20,4;19,4;18,5
14/04/2015;98;83;43;27;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;27,9;20;12
12/04/2021;98;83;55;34;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;19,9;11,4;3
06/07/2022;98;83;61;46;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;25,6;21;16,4
18/09/2024;98;83;61;42;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;26,8;19,9;13
22/03/2015;98;83;62;48;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;14,1;11,5;8,9
15/05/2015;98;83;64;51;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;18,1;15;12
08/03/2021;98;83;64;54;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;11,6;8,2;4,7
14/02/2021;98;83;65;40;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;18,5;15,4;12,4
04/05/2018;98;83;67;47;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;18,2;13,7;9,2
04/03/2019;98;83;67;49;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;13,9;10,7;7,5
27/11/2024;98;83;67;58;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;17,4;14,7;12
06/03/2026;98;83;67;57;1387E;A CORUÑA AEROPUERTO;0,7;A CORUÑA;10,6;9;7,3
30/12/2021;98;83;70;54;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;18,7;15,6;12,5
06/01/2023;98;83;70;66;1387E;A CORUÑA AEROPUERTO;6,6;A CORUÑA;14,1;12;9,8
15/05/2023;98;83;70;61;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;16,7;14,2;11,6
14/01/2020;98;83;71;62;1387E;A CORUÑA AEROPUERTO;8,9;A CORUÑA;15,9;14;12
25/01/2023;98;83;71;58;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;11,5;9,2;6,9
07/02/2024;98;83;72;65;1387E;A CORUÑA AEROPUERTO;2,6;A CORUÑA;18,1;14,9;11,7
25/12/2015;98;83;73;63;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;17;15,3;13,6
02/04/2019;98;83;74;59;1387E;A CORUÑA AEROPUERTO;1,3;A CORUÑA;14;11,4;8,8
24/12/2015;98;83;76;69;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;17;14,2;11,3
01/12/2018;98;83;77;71;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;16;14,2;12,4
24/05/2017;98;84;53;35;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;31,1;22,6;14,1
15/07/2017;98;84;58;46;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;27,4;21;14,5
06/08/2022;98;84;59;44;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;29,6;23,6;17,6
17/10/2015;98;84;60;38;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;26,7;20,6;14,5
05/09/2015;98;84;61;44;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;23,1;18,4;13,7
31/10/2015;98;84;61;43;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;21;17,2;13,3
24/05/2023;98;84;61;50;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;23,8;18,4;13
01/01/2025;98;84;62;49;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;13,3;8,8;4,2
18/08/2018;98;84;63;42;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;26,9;21;15,2
17/08/2017;98;84;66;53;1387E;A CORUÑA AEROPUERTO;1,8;A CORUÑA;26,3;22,8;19,3
03/09/2015;98;84;67;58;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;19,6;16,7;13,8
15/05/2020;98;84;68;56;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;16,1;13,6;11,2
30/07/2015;98;84;69;57;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;23,4;20;16,5
11/01/2016;98;84;69;56;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;13,5;10,8;8,1
02/09/2015;98;84;70;60;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;19,3;17,3;15,3
23/04/2024;98;84;70;54;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;15,3;10,2;5,2
09/06/2015;98;84;71;52;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;23,8;19,3;14,8
30/07/2025;98;84;71;62;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;24,4;21,4;18,5
24/02/2026;98;84;71;48;1387E;A CORUÑA AEROPUERTO;3,2;A CORUÑA;16,8;13,2;9,5
22/05/2023;98;84;72;56;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;21,4;17,6;13,8
16/05/2015;98;84;73;63;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;20,5;17,2;13,8
27/07/2016;98;84;73;62;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;22,1;19,9;17,7
08/12/2025;98;84;73;67;1387E;A CORUÑA AEROPUERTO;0,3;A CORUÑA;16,9;15,8;14,8
12/06/2022;98;84;74;62;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;22,9;19,7;16,5
27/11/2018;98;84;76;68;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;13,4;11,2;9
14/05/2020;98;84;76;65;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;16,7;14,4;12,1
03/07/2022;98;84;76;68;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;21,7;19,2;16,6
09/02/2020;98;84;80;74;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;15,8;13;10,3
21/01/2024;98;84;80;76;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;14,2;11,6;9
12/02/2023;98;85;46;31;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;16,7;9;1,3
22/02/2019;98;85;50;26;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;22,9;15;7,2
27/02/2023;98;85;55;39;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;10,5;5,6;0,6
09/08/2022;98;85;58;36;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;33,3;25,6;18
25/01/2026;98;85;63;57;1387E;A CORUÑA AEROPUERTO;0,8;A CORUÑA;12,3;10,5;8,7
10/08/2023;98;85;64;42;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;31,1;25,5;19,9
01/05/2017;98;85;65;53;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;17,2;11,5;5,8
13/06/2022;98;85;65;56;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;27,7;22,2;16,6
20/03/2015;98;85;66;50;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;13,6;11,6;9,7
14/03/2017;98;85;66;49;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;18,6;13,6;8,7
10/09/2019;98;85;66;55;1387E;A CORUÑA AEROPUERTO;0,2;A CORUÑA;19;16,4;13,7
19/07/2015;98;85;67;51;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;28,8;23,6;18,3
07/03/2024;98;85;67;56;1387E;A CORUÑA AEROPUERTO;0,5;A CORUÑA;13,7;10,6;7,5
15/05/2022;98;85;68;57;1387E;A CORUÑA AEROPUERTO;1,2;A CORUÑA;20,5;18,2;15,9
18/01/2023;98;85;69;48;1387E;A CORUÑA AEROPUERTO;1,8;A CORUÑA;10,1;7,7;5,3
20/10/2015;98;85;70;58;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;18,3;15,6;13
19/07/2022;98;85;71;57;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;23,6;20,4;17,2
20/10/2022;98;85;71;63;1387E;A CORUÑA AEROPUERTO;1,4;A CORUÑA;20,1;16,9;13,7
31/01/2026;98;85;72;50;1387E;A CORUÑA AEROPUERTO;1,2;A CORUÑA;13,8;11,6;9,5
29/12/2015;98;85;73;64;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;15,9;12,4;8,9
28/07/2016;98;85;73;63;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;23,4;20,7;18
14/05/2023;98;85;75;68;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;17,2;15,4;13,5
28/09/2023;98;85;76;67;1387E;A CORUÑA AEROPUERTO;1,6;A CORUÑA;25,2;22,2;19,1
15/02/2020;98;85;78;72;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;15,2;13,2;11,3
19/03/2015;98;85;79;65;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;16,1;13,4;10,6
16/07/2016;98;86;50;31;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;32,3;23,2;14,2
09/02/2015;98;86;52;37;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;14,6;9,2;3,8
29/03/2023;98;86;53;26;1387E;A CORUÑA AEROPUERTO;0,9;A CORUÑA;21,8;17,8;13,8
05/05/2019;98;86;56;43;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;22,3;15,4;8,4
28/03/2017;98;86;60;49;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;19,1;14,8;10,4
03/02/2020;98;86;62;52;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;21,9;17,2;12,6
07/07/2022;98;86;62;49;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;27,1;21,6;16
19/01/2024;98;86;62;46;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;11,7;6,4;1,1
05/02/2017;98;86;63;45;1387E;A CORUÑA AEROPUERTO;0,5;A CORUÑA;12,3;10;7,7
07/09/2020;98;86;63;43;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;25;19,8;14,6
25/02/2022;98;86;63;50;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;15,1;10;5
08/06/2015;98;86;64;52;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;27,7;22,2;16,8
02/05/2019;98;86;65;54;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;16,8;13,3;9,8
27/10/2019;98;86;65;51;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;22,3;18,6;14,8
29/07/2020;98;86;65;55;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;27,4;22,2;17,1
06/09/2020;98;86;66;53;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;22,4;19;15,7
27/07/2023;98;86;66;53;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;26,9;22,6;18,3
31/07/2016;98;86;67;51;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;21,5;18,9;16,3
31/07/2025;98;86;67;51;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;25,3;21,5;17,7
21/07/2020;98;86;69;56;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;26;21,7;17,4
04/05/2022;98;86;71;55;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;17,8;14,4;11,1
04/07/2022;98;86;71;61;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;22,8;19,6;16,4
29/07/2025;98;86;71;60;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;24,3;21;17,6
11/06/2021;98;86;72;63;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;22,3;18,8;15,2
31/12/2023;98;86;72;55;1387E;A CORUÑA AEROPUERTO;0,1;A CORUÑA;12,4;10;7,7
20/01/2016;98;86;73;56;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;17,3;12,4;7,4
15/04/2024;98;86;74;66;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;15,2;13,4;11,5
25/08/2015;98;86;75;63;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;24,3;20,5;16,7
06/12/2015;98;86;75;57;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;18,4;15,3;12,2
19/02/2021;98;86;75;66;1387E;A CORUÑA AEROPUERTO;8;A CORUÑA;15,9;13;10,2
17/02/2022;98;86;75;64;1387E;A CORUÑA AEROPUERTO;1,5;A CORUÑA;15,8;13,9;12
27/01/2023;98;86;75;63;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;11,2;8,6;6
01/01/2024;98;86;75;70;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;12,9;10,4;8
17/08/2019;98;86;77;65;1387E;A CORUÑA AEROPUERTO;10,8;A CORUÑA;26,5;22,8;19,2
08/02/2016;98;86;78;65;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;16,7;14,6;12,5
31/03/2017;98;86;78;55;1387E;A CORUÑA AEROPUERTO;7,3;A CORUÑA;15,9;12,9;9,9
25/10/2022;98;86;79;66;1387E;A CORUÑA AEROPUERTO;1,9;A CORUÑA;19,8;17,8;15,9
31/10/2020;98;86;82;76;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;20,5;18,2;16
17/11/2015;98;86;83;77;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;17,6;16,4;15,1
15/07/2016;98;87;49;29;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;28,8;20,4;11,9
03/05/2023;98;87;51;27;1387E;A CORUÑA AEROPUERTO;2,9;A CORUÑA;26,8;20,6;14,4
16/04/2021;98;87;54;32;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;18,2;10,4;2,5
18/03/2022;98;87;55;31;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;19,3;13;6,7
04/05/2017;98;87;59;39;1387E;A CORUÑA AEROPUERTO;2,9;A CORUÑA;27,8;19,6;11,5
07/05/2021;98;87;61;44;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;22,9;17,8;12,8
17/09/2024;98;87;61;37;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;24,9;17,4;10
27/05/2015;98;87;63;53;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;22,5;17,2;12
23/03/2026;98;87;63;38;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;18,3;12,6;6,9
07/06/2015;98;87;64;52;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;26,5;20,6;14,7
23/06/2019;98;87;64;47;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;23,4;19,8;16,1
02/05/2023;98;87;64;48;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;25,3;18,2;11
17/03/2020;98;87;65;55;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;18;12,9;7,8
16/07/2020;98;87;65;54;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;24,4;18,8;13,3
03/08/2023;98;87;65;52;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;22,2;19,2;16,3
23/04/2022;98;87;66;56;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;14,9;11,8;8,8
25/07/2023;98;87;67;50;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;23,1;19,2;15,2
04/09/2015;98;87;68;53;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;21,3;16,8;12,4
13/04/2019;98;87;69;44;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;19,8;14,2;8,6
06/05/2020;98;87;69;40;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;23,8;18,5;13,2
12/05/2023;98;87;69;59;1387E;A CORUÑA AEROPUERTO;0,4;A CORUÑA;16,2;13,6;11
28/01/2024;98;87;69;47;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;18,4;13,8;9,3
10/06/2024;98;87;69;54;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;19,3;16;12,7
21/12/2021;98;87;70;58;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;18,4;15,1;11,8
09/06/2024;98;87;70;58;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;19;16,2;13,4
23/07/2016;98;87;71;60;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;21,3;18,4;15,5
26/02/2024;98;87;72;54;1387E;A CORUÑA AEROPUERTO;2,8;A CORUÑA;11,5;9;6,5
07/12/2015;98;87;73;65;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;16,6;14,3;12
29/07/2018;98;87;73;61;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;23;18,5;14
07/11/2018;98;87;73;54;1387E;A CORUÑA AEROPUERTO;5,4;A CORUÑA;15,3;12;8,6
13/03/2020;98;87;73;64;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;12,8;10;7,3
14/09/2020;98;87;74;60;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;25,3;21,6;17,9
27/12/2021;98;87;74;66;1387E;A CORUÑA AEROPUERTO;1,8;A CORUÑA;16,5;14,8;13,2
30/03/2023;98;87;74;55;1387E;A CORUÑA AEROPUERTO;0,2;A CORUÑA;18,4;15,4;12,4
20/10/2024;98;87;74;66;1387E;A CORUÑA AEROPUERTO;5,2;A CORUÑA;22,5;20,4;18,4
07/02/2016;98;87;76;63;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;13,7;9,8;5,8
12/05/2022;98;87;76;65;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;20,5;16,7;12,9
04/09/2022;98;87;76;60;1387E;A CORUÑA AEROPUERTO;3;A CORUÑA;22,8;20,3;17,8
