fecha;altitud;hrMax;hrMedia;hrMin;indicativo;nombre;prec;provincia;tmax;tmed;tmin
06/09/2018;98;97;79;63;1387E;A CORUÑA AEROPUERTO;0,3;A CORUÑA;22,1;19,4;16,6
29/10/2018;98;97;79;54;1387E;A CORUÑA AEROPUERTO;7,7;A CORUÑA;12,7;9,2;5,7
19/03/2019;98;97;79;63;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;13,4;8,3;3,2
29/06/2019;98;97;79;64;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;21,3;17,6;13,9
18/02/2020;98;97;79;61;1387E;A CORUÑA AEROPUERTO;0,2;A CORUÑA;12,4;7,6;2,7
04/08/2020;98;97;79;62;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;23,8;20,1;16,4
25/08/2020;98;97;79;65;1387E;A CORUÑA AEROPUERTO;0,1;A CORUÑA;25,1;19,7;14,3
31/01/2021;98;97;79;68;1387E;A CORUÑA AEROPUERTO;1;A CORUÑA;17,6;13,8;10
29/04/2021;98;97;79;57;1387E;A CORUÑA AEROPUERTO;0,5;A CORUÑA;14,2;8,8;3,4
14/05/2021;98;97;79;61;1387E;A CORUÑA AEROPUERTO;10,4;A CORUÑA;17,1;11,3;5,5
17/01/2022;98;97;79;54;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;14,2;8,4;2,7
04/02/2022;98;97;79;57;1387E;A CORUÑA AEROPUERTO;2,7;A CORUÑA;13,7;11,2;8,6
18/02/2022;98;97;79;51;1387E;A CORUÑA AEROPUERTO;8;A CORUÑA;13,2;9,7;6,2
23/02/2022;98;97;79;54;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;13,7;7,4;1,1
03/03/2022;98;97;79;59;1387E;A CORUÑA AEROPUERTO;9,5;A CORUÑA;12,3;9,9;7,5
17/04/2022;98;97;79;65;1387E;A CORUÑA AEROPUERTO;0,2;A CORUÑA;15,6;13,7;11,8
17/12/2022;98;97;79;66;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;14,8;9,6;4,4
14/01/2023;98;97;79;73;1387E;A CORUÑA AEROPUERTO;11,7;A CORUÑA;16;12;8
08/06/2023;98;97;79;52;1387E;A CORUÑA AEROPUERTO;7,5;A CORUÑA;26;21,6;17,2
02/07/2023;98;97;79;69;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;22,6;20,2;17,7
18/07/2023;98;97;79;68;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;24,1;19,2;14,2
04/01/2024;98;97;79;67;1387E;A CORUÑA AEROPUERTO;15,3;A CORUÑA;12,8;10,6;8,4
16/02/2024;98;97;79;60;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;16,8;12,3;7,8
21/09/2025;98;97;79;53;1387E;A CORUÑA AEROPUERTO;8;A CORUÑA;17,4;14,3;11,2
18/12/2025;98;97;79;49;1387E;A CORUÑA AEROPUERTO;23,6;A CORUÑA;14,8;12,4;9,9
26/04/2015;98;97;80;65;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;17,1;14,3;11,5
13/07/2015;98;97;80;70;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;22,8;18,4;14
18/08/2015;98;97;80;66;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;22,2;19,2;16,1
10/09/2015;98;97;80;62;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;22,2;17,5;12,8
22/11/2015;98;97;80;64;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;12,8;10,6;8,3
12/12/2015;98;97;80;57;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;17,7;10;2,3
22/11/2016;98;97;80;60;1387E;A CORUÑA AEROPUERTO;0,8;A CORUÑA;11,7;7,2;2,8
10/09/2017;98;97;80;54;1387E;A CORUÑA AEROPUERTO;2,5;A CORUÑA;19,9;16,1;12,3
02/11/2017;98;97;80;61;1387E;A CORUÑA AEROPUERTO;16,3;A CORUÑA;20,1;16,4;12,6
07/08/2018;98;97;80;63;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;22,6;19,4;16,1
26/10/2018;98;97;80;56;1387E;A CORUÑA AEROPUERTO;0,4;A CORUÑA;18,2;13,5;8,8
08/03/2019;98;97;80;60;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;14,6;10,2;5,8
28/05/2019;98;97;80;64;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;17,2;12,8;8,3
26/01/2020;98;97;80;67;1387E;A CORUÑA AEROPUERTO;3,8;A CORUÑA;13,4;9;4,7
04/02/2021;98;97;80;52;1387E;A CORUÑA AEROPUERTO;7;A CORUÑA;15,5;11,2;6,8
12/08/2021;98;97;80;64;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;24,2;20,4;16,7
08/09/2021;98;97;80;63;1387E;A CORUÑA AEROPUERTO;4,5;A CORUÑA;23,8;21,2;18,6
13/09/2021;98;97;80;60;1387E;A CORUÑA AEROPUERTO;35,4;A CORUÑA;25,3;20,7;16,1
10/12/2021;98;97;80;62;1387E;A CORUÑA AEROPUERTO;2,9;A CORUÑA;14,2;12,2;10,1
20/02/2022;98;97;80;58;1387E;A CORUÑA AEROPUERTO;0,7;A CORUÑA;15,1;11,5;7,9
14/04/2022;98;97;80;67;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;15,8;11,9;8
24/04/2022;98;97;80;57;1387E;A CORUÑA AEROPUERTO;1,5;A CORUÑA;16,7;12,8;8,9
28/08/2022;98;97;80;57;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;26,9;21;15
06/11/2022;98;97;80;56;1387E;A CORUÑA AEROPUERTO;0,6;A CORUÑA;19,2;15,6;12
11/06/2023;98;97;80;61;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;23;18,4;13,7
09/10/2023;98;97;80;50;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;29;20,8;12,7
30/03/2024;98;97;80;64;1387E;A CORUÑA AEROPUERTO;2,5;A CORUÑA;11,9;8,9;5,9
24/06/2025;98;97;80;48;1387E;A CORUÑA AEROPUERTO;4,5;A CORUÑA;29,7;24;18,2
24/11/2025;98;97;80;60;1387E;A CORUÑA AEROPUERTO;4;A CORUÑA;15,9;13,2;10,5
01/10/2015;98;97;81;52;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;21,6;15,9;10,2
13/11/2016;98;97;81;64;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;15,7;13,2;10,8
20/11/2016;98;97;81;66;1387E;A CORUÑA AEROPUERTO;12,5;A CORUÑA;16,7;13,2;9,7
26/11/2016;98;97;81;58;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;11,4;7;2,5
15/08/2017;98;97;81;66;1387E;A CORUÑA AEROPUERTO;0,2;A CORUÑA;21,4;17,7;14
11/10/2017;98;97;81;58;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;21,5;14,8;8
29/04/2019;98;97;81;66;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;19,2;13,6;7,9
30/05/2020;98;97;81;67;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;22;18,4;14,9
02/10/2020;98;97;81;59;1387E;A CORUÑA AEROPUERTO;13,3;A CORUÑA;15,5;12,1;8,7
30/10/2021;98;97;81;67;1387E;A CORUÑA AEROPUERTO;0,7;A CORUÑA;18,5;15,6;12,7
14/11/2022;98;97;81;70;1387E;A CORUÑA AEROPUERTO;6,4;A CORUÑA;16;12,2;8,4
13/12/2022;98;97;81;74;1387E;A CORUÑA AEROPUERTO;0,3;A CORUÑA;18;15,6;13,2
09/04/2023;98;97;81;68;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;16,9;11,7;6,5
07/06/2023;98;97;81;60;1387E;A CORUÑA AEROPUERTO;10;A CORUÑA;24,4;21;17,6
21/06/2023;98;97;81;65;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;22,5;18,2;14
25/01/2024;98;97;81;55;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;19,8;14,2;8,5
31/01/2024;98;97;81;58;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;18,3;12,4;6,6
02/07/2025;98;97;81;73;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;20,8;19;17,2
10/07/2025;98;97;81;66;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;24,1;19,6;15,1
18/08/2025;98;97;81;64;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;23,8;19,6;15,5
18/05/2015;98;97;82;62;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;18,8;15,2;11,5
15/08/2015;98;97;82;54;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;23,9;19,6;15,3
13/09/2016;98;97;82;60;1387E;A CORUÑA AEROPUERTO;38;A CORUÑA;19,6;15,8;11,9
18/08/2017;98;97;82;65;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;23,8;20,6;17,5
03/02/2018;98;97;82;63;1387E;A CORUÑA AEROPUERTO;8,4;A CORUÑA;10,9;7,6;4,3
06/12/2018;98;97;82;60;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;17;12,9;8,8
12/01/2019;98;97;82;67;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;10,5;5;-0,6
01/12/2019;98;97;82;62;1387E;A CORUÑA AEROPUERTO;0,9;A CORUÑA;13,3;11;8,6
03/12/2020;98;97;82;63;1387E;A CORUÑA AEROPUERTO;17,7;A CORUÑA;12,4;8,2;4,1
16/12/2020;98;97;82;59;1387E;A CORUÑA AEROPUERTO;3,2;A CORUÑA;13,5;10,6;7,7
14/06/2021;98;97;82;65;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;24,9;20,7;16,5
02/09/2021;98;97;82;68;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;23,3;19,5;15,7
10/03/2022;98;97;82;56;1387E;A CORUÑA AEROPUERTO;10,7;A CORUÑA;16,4;9,2;1,9
19/06/2022;98;97;82;72;1387E;A CORUÑA AEROPUERTO;12,6;A CORUÑA;18;15,2;12,5
27/09/2022;98;97;82;59;1387E;A CORUÑA AEROPUERTO;1,4;A CORUÑA;20,8;16,8;12,9
01/10/2022;98;97;82;72;1387E;A CORUÑA AEROPUERTO;0,1;A CORUÑA;20,3;17,4;14,6
01/07/2023;98;97;82;62;1387E;A CORUÑA AEROPUERTO;0,2;A CORUÑA;22,9;19,9;16,9
12/07/2023;98;97;82;66;1387E;A CORUÑA AEROPUERTO;0,7;A CORUÑA;21,9;18;14,2
29/07/2023;98;97;82;64;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;23,4;19,3;15,2
16/11/2023;98;97;82;70;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;19,1;14,6;10,1
23/01/2024;98;97;82;72;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;16,9;15,6;14,3
17/02/2024;98;97;82;65;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;17,3;12;6,8
19/09/2025;98;97;82;52;1387E;A CORUÑA AEROPUERTO;1,4;A CORUÑA;23,2;18;12,9
27/08/2017;98;97;83;56;1387E;A CORUÑA AEROPUERTO;8,1;A CORUÑA;24,9;19,4;13,9
25/09/2017;98;97;83;65;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;20,5;16,9;13,3
05/11/2017;98;97;83;61;1387E;A CORUÑA AEROPUERTO;0,4;A CORUÑA;14,9;11,6;8,3
05/11/2018;98;97;83;68;1387E;A CORUÑA AEROPUERTO;0,6;A CORUÑA;13,6;11,4;9,3
22/01/2019;98;97;83;69;1387E;A CORUÑA AEROPUERTO;11;A CORUÑA;10,7;9,2;7,6
05/12/2019;98;97;83;76;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;12,6;8,2;3,7
27/08/2020;98;97;83;57;1387E;A CORUÑA AEROPUERTO;1,1;A CORUÑA;27,1;22;16,8
21/09/2020;98;97;83;64;1387E;A CORUÑA AEROPUERTO;0,4;A CORUÑA;21,6;18,4;15,1
23/09/2020;98;97;83;58;1387E;A CORUÑA AEROPUERTO;0,3;A CORUÑA;22;18,1;14,2
05/10/2020;98;97;83;74;1387E;A CORUÑA AEROPUERTO;0,4;A CORUÑA;18,8;15,3;11,8
02/11/2020;98;97;83;66;1387E;A CORUÑA AEROPUERTO;4,3;A CORUÑA;19,1;14;8,8
29/11/2022;98;97;83;70;1387E;A CORUÑA AEROPUERTO;7,9;A CORUÑA;14;10,8;7,7
23/12/2022;98;97;83;75;1387E;A CORUÑA AEROPUERTO;58,7;A CORUÑA;18,1;14,7;11,3
12/09/2023;98;97;83;66;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;23,6;19,9;16,2
26/09/2023;98;97;83;53;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;22,5;18;13,4
22/12/2023;98;97;83;67;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;13,9;11,5;9,1
16/01/2024;98;97;83;70;1387E;A CORUÑA AEROPUERTO;9,4;A CORUÑA;17,9;14,5;11,1
29/08/2024;98;97;83;72;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;21,2;19,5;17,8
19/03/2017;98;97;84;69;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;13,3;9,8;6,4
08/05/2018;98;97;84;66;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;17,7;14,7;11,7
12/03/2019;98;97;84;62;1387E;A CORUÑA AEROPUERTO;4,4;A CORUÑA;15,3;9,5;3,7
16/07/2019;98;97;84;77;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;21,1;18,8;16,6
01/01/2021;98;97;84;67;1387E;A CORUÑA AEROPUERTO;12,2;A CORUÑA;9,1;6,2;3,3
14/08/2021;98;97;84;70;1387E;A CORUÑA AEROPUERTO;0,1;A CORUÑA;23,5;20,4;17,3
20/08/2022;98;97;84;63;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;24;19,8;15,6
26/10/2022;98;97;84;63;1387E;A CORUÑA AEROPUERTO;29,7;A CORUÑA;22,4;19,2;15,9
06/12/2022;98;97;84;77;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;14,8;10,6;6,5
17/12/2023;98;97;84;52;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;15,5;7,8;0,1
04/02/2024;98;97;84;66;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;16,1;10,6;5,1
23/11/2025;98;97;84;77;1387E;A CORUÑA AEROPUERTO;4,6;A CORUÑA;15,4;13;10,6
29/07/2015;98;97;85;70;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;23,6;20,3;17
22/08/2015;98;97;85;61;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;24,5;19,8;15
04/12/2015;98;97;85;62;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;17,6;12,3;7
13/01/2016;98;97;85;74;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;14,5;9;3,4
11/11/2016;98;97;85;70;1387E;A CORUÑA AEROPUERTO;0,7;A CORUÑA;16,2;12,7;9,2
18/02/2017;98;97;85;78;1387E;A CORUÑA AEROPUERTO;3,9;A CORUÑA;12;8,2;4,5
07/12/2017;98;97;85;58;1387E;A CORUÑA AEROPUERTO;9,6;A CORUÑA;14;11,5;9
25/03/2020;98;97;85;72;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;16;10,9;5,8
07/02/2021;98;97;85;77;1387E;A CORUÑA AEROPUERTO;21,7;A CORUÑA;11,1;7,7;4,3
21/04/2021;98;97;85;56;1387E;A CORUÑA AEROPUERTO;3,4;A CORUÑA;18,1;13,2;8,3
19/07/2021;98;97;85;72;1387E;A CORUÑA AEROPUERTO;0,1;A CORUÑA;21,7;18,8;16
21/06/2022;98;97;85;65;1387E;A CORUÑA AEROPUERTO;3,5;A CORUÑA;19,1;15,4;11,7
21/08/2022;98;97;85;51;1387E;A CORUÑA AEROPUERTO;0,2;A CORUÑA;25,1;20,3;15,5
08/01/2023;98;97;85;68;1387E;A CORUÑA AEROPUERTO;4;A CORUÑA;14,3;11,6;9
13/06/2023;98;97;85;70;1387E;A CORUÑA AEROPUERTO;2,2;A CORUÑA;21,5;18,8;16,1
11/09/2023;98;97;85;62;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;24,5;20,2;15,8
14/10/2023;98;97;85;71;1387E;A CORUÑA AEROPUERTO;0,3;A CORUÑA;19,9;16,4;13
04/12/2025;98;97;85;74;1387E;A CORUÑA AEROPUERTO;26;A CORUÑA;12,5;11;9,5
05/12/2025;98;97;85;74;1387E;A CORUÑA AEROPUERTO;9,5;A CORUÑA;18,1;14,4;10,8
24/12/2016;98;97;86;74;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;16,2;13,6;11
17/05/2017;98;97;86;64;1387E;A CORUÑA AEROPUERTO;2,4;A CORUÑA;16,9;13,8;10,8
14/06/2017;98;97;86;78;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;19,1;17,1;15,1
23/07/2017;98;97;86;70;1387E;A CORUÑA AEROPUERTO;0,8;A CORUÑA;22,5;17,5;12,5
06/01/2018;98;97;86;67;1387E;A CORUÑA AEROPUERTO;5,3;A CORUÑA;9,5;5,8;2
21/11/2018;98;97;86;67;1387E;A CORUÑA AEROPUERTO;5,6;A CORUÑA;12,9;9,4;5,8
08/04/2020;98;97;86;68;1387E;A CORUÑA AEROPUERTO;0,5;A CORUÑA;18,4;14;9,7
09/10/2020;98;97;86;66;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;21,4;15,9;10,4
13/05/2021;98;97;86;65;1387E;A CORUÑA AEROPUERTO;10,1;A CORUÑA;15;11,2;7,3
14/09/2021;98;97;86;67;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;23,9;20,6;17,4
12/12/2022;98;97;86;73;1387E;A CORUÑA AEROPUERTO;4;A CORUÑA;18,4;14,1;9,8
19/12/2022;98;97;86;77;1387E;A CORUÑA AEROPUERTO;44;A CORUÑA;16,4;15;13,5
21/02/2023;98;97;86;70;1387E;A CORUÑA AEROPUERTO;6,8;A CORUÑA;15,9;13;10,1
28/04/2023;98;97;86;68;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;19,5;15,4;11,4
08/11/2023;98;97;86;76;1387E;A CORUÑA AEROPUERTO;5,6;A CORUÑA;17,7;14,6;11,6
06/01/2024;98;97;86;65;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;12,4;8,2;3,9
01/02/2026;98;97;86;78;1387E;A CORUÑA AEROPUERTO;13,2;A CORUÑA;15,5;13,2;10,8
09/09/2015;98;97;87;49;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;23,9;18,7;13,5
10/11/2015;98;97;87;72;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;19,6;16,7;13,8
22/12/2016;98;97;87;78;1387E;A CORUÑA AEROPUERTO;0,1;A CORUÑA;15,4;13,4;11,5
04/09/2017;98;97;87;78;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;21,3;19,5;17,7
14/12/2017;98;97;87;78;1387E;A CORUÑA AEROPUERTO;2,9;A CORUÑA;14,1;12,4;10,7
19/06/2019;98;97;87;79;1387E;A CORUÑA AEROPUERTO;1,7;A CORUÑA;17,6;16,4;15,1
11/04/2020;98;97;87;80;1387E;A CORUÑA AEROPUERTO;0,3;A CORUÑA;15,1;13,6;12
09/12/2020;98;97;87;77;1387E;A CORUÑA AEROPUERTO;10;A CORUÑA;15,1;9,2;3,2
01/03/2021;98;97;87;69;1387E;A CORUÑA AEROPUERTO;4,1;A CORUÑA;14,8;8,4;2,1
29/10/2021;98;97;87;73;1387E;A CORUÑA AEROPUERTO;11,7;A CORUÑA;16,2;14,2;12,1
25/03/2017;98;97;88;77;1387E;A CORUÑA AEROPUERTO;3,8;A CORUÑA;10,8;6,4;2,1
11/11/2017;98;97;88;72;1387E;A CORUÑA AEROPUERTO;0,1;A CORUÑA;15,5;13,4;11,3
16/01/2019;98;97;88;68;1387E;A CORUÑA AEROPUERTO;5,9;A CORUÑA;13,3;10,9;8,5
09/05/2019;98;97;88;74;1387E;A CORUÑA AEROPUERTO;22,9;A CORUÑA;17,2;13,7;10,2
07/12/2019;98;97;88;75;1387E;A CORUÑA AEROPUERTO;1,7;A CORUÑA;15,7;12,2;8,8
22/04/2020;98;97;88;80;1387E;A CORUÑA AEROPUERTO;3,2;A CORUÑA;13,4;10,8;8,2
19/09/2020;98;97;88;63;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;23,5;19,1;14,7
10/04/2021;98;97;88;63;1387E;A CORUÑA AEROPUERTO;4,5;A CORUÑA;17,6;13,5;9,4
24/10/2021;98;97;88;74;1387E;A CORUÑA AEROPUERTO;7,5;A CORUÑA;17,5;13,5;9,5
13/09/2022;98;97;88;69;1387E;A CORUÑA AEROPUERTO;20,9;A CORUÑA;22,2;19,8;17,4
13/10/2022;98;97;88;75;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;21,3;17,7;14,1
30/11/2022;98;97;88;68;1387E;A CORUÑA AEROPUERTO;8,4;A CORUÑA;12,3;9,6;6,8
20/12/2022;98;97;88;66;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;15,9;14,2;12,4
29/12/2022;98;97;88;80;1387E;A CORUÑA AEROPUERTO;3,1;A CORUÑA;14,5;12,6;10,8
22/02/2023;98;97;88;67;1387E;A CORUÑA AEROPUERTO;9,1;A CORUÑA;12;9;5,9
11/11/2023;98;97;88;72;1387E;A CORUÑA AEROPUERTO;4,7;A CORUÑA;20,2;18;15,7
05/01/2026;98;97;88;60;1387E;A CORUÑA AEROPUERTO;4,6;A CORUÑA;8,7;4,8;1
26/01/2026;98;97;88;75;1387E;A CORUÑA AEROPUERTO;33,7;A CORUÑA;15,8;12,9;10
22/02/2015;98;97;89;76;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;15,2;11,6;8,1
01/03/2015;98;97;89;77;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;15,3;14,2;13
30/09/2016;98;97;89;72;1387E;A CORUÑA AEROPUERTO;0,5;A CORUÑA;18,6;15,2;11,8
27/07/2017;98;97;89;78;1387E;A CORUÑA AEROPUERTO;0,9;A CORUÑA;21,9;19,2;16,4
04/11/2018;98;97;89;78;1387E;A CORUÑA AEROPUERTO;33,8;A CORUÑA;15,1;12,9;10,7
03/12/2021;98;97;89;79;1387E;A CORUÑA AEROPUERTO;8;A CORUÑA;13,8;10;6,3
15/12/2022;98;97;89;76;1387E;A CORUÑA AEROPUERTO;1;A CORUÑA;13,7;11,6;9,4
01/01/2023;98;97;89;75;1387E;A CORUÑA AEROPUERTO;15,1;A CORUÑA;13,9;11;8,1
15/04/2023;98;97;89;66;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;17,9;13,8;9,8
09/09/2025;98;97;89;67;1387E;A CORUÑA AEROPUERTO;4,6;A CORUÑA;19,3;15;10,8
25/01/2016;98;97;90;63;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;17,4;11,9;6,4
31/01/2017;98;97;90;72;1387E;A CORUÑA AEROPUERTO;9,2;A CORUÑA;12,9;11,4;9,8
29/01/2020;98;97;90;76;1387E;A CORUÑA AEROPUERTO;12,3;A CORUÑA;15,1;13;10,8
25/04/2020;98;97;90;82;1387E;A CORUÑA AEROPUERTO;1,8;A CORUÑA;16,3;14,5;12,7
25/11/2020;98;97;90;83;1387E;A CORUÑA AEROPUERTO;5,7;A CORUÑA;11,8;10,4;9,1
06/12/2021;98;97;90;79;1387E;A CORUÑA AEROPUERTO;18,9;A CORUÑA;14,3;12,2;10
19/01/2023;98;97;90;66;1387E;A CORUÑA AEROPUERTO;20,9;A CORUÑA;13;9,6;6,2
08/11/2021;98;97;91;79;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;17,5;13,2;9
10/01/2022;98;97;91;77;1387E;A CORUÑA AEROPUERTO;1;A CORUÑA;13,4;11,8;10,3
01/09/2023;98;97;91;67;1387E;A CORUÑA AEROPUERTO;6,5;A CORUÑA;22,8;18,6;14,3
14/04/2024;98;97;91;77;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;17,9;13,8;9,8
23/12/2015;98;97;92;81;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;13,8;12;10,1
20/03/2020;98;97;92;81;1387E;A CORUÑA AEROPUERTO;18,4;A CORUÑA;16;13,8;11,6
26/09/2020;98;97;92;80;1387E;A CORUÑA AEROPUERTO;5,9;A CORUÑA;17,3;14,8;12,2
02/06/2021;98;97;92;79;1387E;A CORUÑA AEROPUERTO;3,2;A CORUÑA;16,4;14,2;12,1
20/01/2023;98;97;92;82;1387E;A CORUÑA AEROPUERTO;4,5;A CORUÑA;13,4;12,2;11
29/09/2017;98;97;93;70;1387E;A CORUÑA AEROPUERTO;0,2;A CORUÑA;20,9;17,1;13,3
03/12/2018;98;97;93;84;1387E;A CORUÑA AEROPUERTO;6,3;A CORUÑA;17,3;16;14,7
28/11/2019;98;97;93;81;1387E;A CORUÑA AEROPUERTO;11,5;A CORUÑA;15,4;12,2;9,1
16/12/2019;98;97;93;86;1387E;A CORUÑA AEROPUERTO;11,4;A CORUÑA;9,1;7,4;5,8
16/06/2021;98;97;93;75;1387E;A CORUÑA AEROPUERTO;30,4;A CORUÑA;19,5;17,6;15,7
31/05/2022;98;97;93;76;1387E;A CORUÑA AEROPUERTO;16,2;A CORUÑA;19,6;16,4;13,2
05/06/2018;98;97;95;88;1387E;A CORUÑA AEROPUERTO;6,2;A CORUÑA;16,5;14,6;12,6
19/11/2022;98;97;95;74;1387E;A CORUÑA AEROPUERTO;11,5;A CORUÑA;13,3;10,4;7,6
01/06/2019;98;98;58;35;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;26;19,9;13,8
24/03/2022;98;98;60;27;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;20,5;12,5;4,5
06/09/2025;98;98;60;38;1387E;A CORUÑA AEROPUERTO;2,3;A CORUÑA;27,2;20;12,8
06/10/2025;98;98;60;32;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;27,4;17,4;7,4
16/12/2024;98;98;61;47;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;15,6;9,8;4,1
28/04/2026;98;98;62;37;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;25,9;17,6;9,4
05/03/2015;98;98;63;34;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;18,2;9,7;1,2
07/03/2022;98;98;63;30;1387E;A CORUÑA AEROPUERTO;2;A CORUÑA;14,9;7;-1
06/09/2015;98;98;64;41;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;26,5;17,4;8,3
14/09/2017;98;98;65;46;1387E;A CORUÑA AEROPUERTO;1,1;A CORUÑA;18,8;15;11,1
23/09/2017;98;98;65;38;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;23,4;16,8;10,1
07/10/2018;98;98;65;42;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;18,8;12;5,1
13/02/2019;98;98;65;40;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;19;11;3,1
20/05/2019;98;98;65;41;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;18,1;12,2;6,4
07/03/2025;98;98;65;50;1387E;A CORUÑA AEROPUERTO;5,1;A CORUÑA;18,5;13,8;9,2
09/10/2015;98;98;66;39;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;25,2;17,3;9,4
16/02/2017;98;98;66;38;1387E;A CORUÑA AEROPUERTO;0;A CORUÑA;20,7;14;7,2
19/03/2026;98;98;66;40;1387E;A CORUÑA AEROPUERTO;;A CORUÑA;23,2;14,6;6
